timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-09-16T00:00:00.000Z";"2024-09-16T23:59:59.999Z";"2024-09-16T08:27:00.000Z";"2024-09-16T03:07:00.000Z";"2781";0.0951923079;0.0956588251;0.0938400864;0.0949811166;45574713.2;2812562552.01;"2024-09-16T23:59:59.999Z"
"2024-09-15T00:00:00.000Z";"2024-09-15T23:59:59.999Z";"2024-09-15T00:40:00.000Z";"2024-09-15T23:13:00.000Z";"2781";0.0971934484;0.0973123887;0.0948207772;0.0951923079;35281621.95;2818816436.51;"2024-09-15T23:59:59.999Z"
"2024-09-14T00:00:00.000Z";"2024-09-14T23:59:59.999Z";"2024-09-14T14:34:00.000Z";"2024-09-14T07:11:00.000Z";"2781";0.0964300953;0.0972730569;0.095896406;0.0971934484;38982482.68;2878073939.83;"2024-09-14T23:59:59.999Z"
"2024-09-13T00:00:00.000Z";"2024-09-13T23:59:59.999Z";"2024-09-13T19:07:00.000Z";"2024-09-13T03:02:00.000Z";"2781";0.0949411005;0.096980906;0.0941361908;0.0964300356;44556843.15;2855469767.59;"2024-09-13T23:59:59.999Z"
"2024-09-12T00:00:00.000Z";"2024-09-12T23:59:59.999Z";"2024-09-12T12:58:00.000Z";"2024-09-12T12:46:00.000Z";"2781";0.0927732028;0.095068342;0.092407813;0.0949411005;64885971.98;2807105713.29;"2024-09-12T23:59:59.999Z"
"2024-09-11T00:00:00.000Z";"2024-09-11T23:59:59.999Z";"2024-09-11T00:00:00.000Z";"2024-09-11T14:49:00.000Z";"2781";0.0940397703;0.0940458979;0.0915016472;0.0927732616;43228230.38;2742867033.43;"2024-09-11T23:59:59.999Z"
"2024-09-10T00:00:00.000Z";"2024-09-10T23:59:59.999Z";"2024-09-10T20:07:00.000Z";"2024-09-10T02:32:00.000Z";"2781";0.0931364968;0.0945155845;0.0925469155;0.0940397703;37289388.65;2778714123.13;"2024-09-10T23:59:59.999Z"
"2024-09-09T00:00:00.000Z";"2024-09-09T23:59:59.999Z";"2024-09-09T21:17:00.000Z";"2024-09-09T05:07:00.000Z";"2781";0.0899509934;0.0936220211;0.0899436413;0.0931364968;45864717.2;2752024034.83;"2024-09-09T23:59:59.999Z"
"2024-09-08T00:00:00.000Z";"2024-09-08T23:59:59.999Z";"2024-09-08T22:31:00.000Z";"2024-09-08T00:10:00.000Z";"2781";0.0886190317;0.0901420931;0.0885442733;0.0899495951;36022745.76;2657856646.94;"2024-09-08T23:59:59.999Z"
"2024-09-07T00:00:00.000Z";"2024-09-07T23:59:59.999Z";"2024-09-07T15:32:00.000Z";"2024-09-07T01:57:00.000Z";"2781";0.0881318201;0.0897516926;0.0876237558;0.0886190317;35731761.26;2618540851.7;"2024-09-07T23:59:59.999Z"
"2024-09-06T00:00:00.000Z";"2024-09-06T23:59:59.999Z";"2024-09-06T13:25:00.000Z";"2024-09-06T21:04:00.000Z";"2781";0.0902773197;0.0903949055;0.0858083456;0.0881318201;65567472.57;2604144656.65;"2024-09-06T23:59:59.999Z"
"2024-09-05T00:00:00.000Z";"2024-09-05T23:59:59.999Z";"2024-09-05T00:31:00.000Z";"2024-09-05T22:28:00.000Z";"2781";0.0916762071;0.0920042208;0.0897746276;0.0902773197;39170588.21;2666637141.52;"2024-09-05T23:59:59.999Z"
"2024-09-04T00:00:00.000Z";"2024-09-04T23:59:59.999Z";"2024-09-04T22:16:00.000Z";"2024-09-04T01:07:00.000Z";"2781";0.0914688218;0.0924184978;0.0889633503;0.0916755349;54496245.5;2707881277.44;"2024-09-04T23:59:59.999Z"
"2024-09-03T00:00:00.000Z";"2024-09-03T23:59:59.999Z";"2024-09-03T12:55:00.000Z";"2024-09-03T23:59:00.000Z";"2781";0.0923902253;0.0944368937;0.0914709517;0.0914709517;38625062;2700128560.67;"2024-09-03T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-02T23:59:59.999Z";"2024-09-02T22:58:00.000Z";"2024-09-02T00:03:00.000Z";"2781";0.0900483921;0.0925246445;0.0900183862;0.0923902253;43104626.73;2726404746.42;"2024-09-02T23:59:59.999Z"
"2024-09-01T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-09-01T00:03:00.000Z";"2024-09-01T23:01:00.000Z";"2781";0.0925585307;0.0925685574;0.0895133961;0.0900483921;40375174.48;2657298100.16;"2024-09-01T23:59:59.999Z"
"2024-08-31T00:00:00.000Z";"2024-08-31T23:59:59.999Z";"2024-08-31T00:37:00.000Z";"2024-08-31T17:54:00.000Z";"2781";0.0932709982;0.0936184936;0.0919942126;0.0925585307;26081701.99;2731371520.47;"2024-08-31T23:59:59.999Z"
"2024-08-30T00:00:00.000Z";"2024-08-30T23:59:59.999Z";"2024-08-30T13:17:00.000Z";"2024-08-30T16:29:00.000Z";"2781";0.0931225541;0.0940355468;0.0912504671;0.0932709982;46772579.66;2752396283.49;"2024-08-30T23:59:59.999Z"
"2024-08-29T00:00:00.000Z";"2024-08-29T23:59:59.999Z";"2024-08-29T16:17:00.000Z";"2024-08-29T22:10:00.000Z";"2781";0.0928714195;0.0943643095;0.0920833857;0.0931225541;42764965.74;2746984902.34;"2024-08-29T23:59:59.999Z"
"2024-08-28T00:00:00.000Z";"2024-08-28T23:59:59.999Z";"2024-08-28T11:37:00.000Z";"2024-08-28T16:25:00.000Z";"2781";0.0938848478;0.0947873996;0.090895174;0.0928715637;71943234.95;2739570722.26;"2024-08-28T23:59:59.999Z"
"2024-08-27T00:00:00.000Z";"2024-08-27T23:59:59.999Z";"2024-08-27T05:38:00.000Z";"2024-08-27T22:40:00.000Z";"2781";0.0971219776;0.0976836282;0.0926288067;0.0938848478;62617798.71;2769465438.45;"2024-08-27T23:59:59.999Z"
"2024-08-26T00:00:00.000Z";"2024-08-26T23:59:59.999Z";"2024-08-26T00:13:00.000Z";"2024-08-26T20:13:00.000Z";"2781";0.1009597228;0.1012159255;0.0966883098;0.0971221807;50765300.21;2864960867.35;"2024-08-26T23:59:59.999Z"
"2024-08-25T00:00:00.000Z";"2024-08-25T23:59:59.999Z";"2024-08-25T00:07:00.000Z";"2024-08-25T07:46:00.000Z";"2781";0.1025768779;0.1028758955;0.0998309;0.1009597228;54930757.65;2977339718.27;"2024-08-25T23:59:59.999Z"
"2024-08-24T00:00:00.000Z";"2024-08-24T23:59:59.999Z";"2024-08-24T20:27:00.000Z";"2024-08-24T08:32:00.000Z";"2781";0.1018556198;0.103638465;0.1009227584;0.1025768779;48823526.59;3025030353.97;"2024-08-24T23:59:59.999Z"
"2024-08-23T00:00:00.000Z";"2024-08-23T23:59:59.999Z";"2024-08-23T22:36:00.000Z";"2024-08-23T14:53:00.000Z";"2781";0.0990157855;0.1023740072;0.0989539424;0.1018556198;58890230.16;3003760269.48;"2024-08-23T23:59:59.999Z"
"2024-08-22T00:00:00.000Z";"2024-08-22T23:59:59.999Z";"2024-08-22T20:58:00.000Z";"2024-08-22T02:57:00.000Z";"2781";0.0985673086;0.0996880632;0.0974279453;0.0990157855;42402073.01;2919103655.78;"2024-08-22T23:59:59.999Z"
"2024-08-21T00:00:00.000Z";"2024-08-21T23:59:59.999Z";"2024-08-21T22:09:00.000Z";"2024-08-21T13:52:00.000Z";"2781";0.0977462229;0.0990781457;0.0963846509;0.0985673086;49155339.66;2905881239.45;"2024-08-21T23:59:59.999Z"
"2024-08-20T00:00:00.000Z";"2024-08-20T23:59:59.999Z";"2024-08-20T09:19:00.000Z";"2024-08-20T00:04:00.000Z";"2781";0.0961839186;0.0991266556;0.0961759335;0.0977462229;48549973.62;2881644146.47;"2024-08-20T23:59:59.999Z"
"2024-08-19T00:00:00.000Z";"2024-08-19T23:59:59.999Z";"2024-08-19T23:59:00.000Z";"2024-08-19T00:13:00.000Z";"2781";0.0935190364;0.0961839186;0.0931655895;0.0961839186;52677706.54;2835584225.03;"2024-08-19T23:59:59.999Z"
"2024-08-18T00:00:00.000Z";"2024-08-18T23:59:59.999Z";"2024-08-18T12:37:00.000Z";"2024-08-18T23:58:00.000Z";"2781";0.0955927454;0.0962229217;0.0935180107;0.0935202605;32695717.79;2755051444.73;"2024-08-18T23:59:59.999Z"
"2024-08-17T00:00:00.000Z";"2024-08-17T23:59:59.999Z";"2024-08-17T16:30:00.000Z";"2024-08-17T00:37:00.000Z";"2781";0.0948591591;0.0963832936;0.0945805609;0.0955927454;26859120.22;2816142572.57;"2024-08-17T23:59:59.999Z"
"2024-08-16T00:00:00.000Z";"2024-08-16T23:59:59.999Z";"2024-08-16T08:10:00.000Z";"2024-08-16T15:55:00.000Z";"2781";0.0956261055;0.0960522656;0.0932946499;0.0948578394;50397754.04;2794492482.72;"2024-08-16T23:59:59.999Z"
"2024-08-15T00:00:00.000Z";"2024-08-15T23:59:59.999Z";"2024-08-15T16:13:00.000Z";"2024-08-15T22:13:00.000Z";"2781";0.0967103766;0.098276609;0.0947808082;0.0956261055;52019201.93;2817124654.52;"2024-08-15T23:59:59.999Z"
"2024-08-14T00:00:00.000Z";"2024-08-14T23:59:59.999Z";"2024-08-14T04:52:00.000Z";"2024-08-14T20:01:00.000Z";"2781";0.0993197343;0.0994801876;0.0965879624;0.0967105797;46656576.7;2848715069.28;"2024-08-14T23:59:59.999Z"
"2024-08-13T00:00:00.000Z";"2024-08-13T23:59:59.999Z";"2024-08-13T18:01:00.000Z";"2024-08-13T10:27:00.000Z";"2781";0.09887458;0.0997149817;0.0977591852;0.0993193236;47375026.65;2925229840.75;"2024-08-13T23:59:59.999Z"
"2024-08-12T00:00:00.000Z";"2024-08-12T23:59:59.999Z";"2024-08-12T12:34:00.000Z";"2024-08-12T21:13:00.000Z";"2781";0.0978836584;0.1004978678;0.0973093593;0.09887458;93315892.74;2909140221.21;"2024-08-12T23:59:59.999Z"
"2024-08-11T00:00:00.000Z";"2024-08-11T23:59:59.999Z";"2024-08-11T03:08:00.000Z";"2024-08-11T22:33:00.000Z";"2781";0.1013250912;0.1030017471;0.0972554301;0.0978836584;84957620.94;2879717014.46;"2024-08-11T23:59:59.999Z"
"2024-08-10T00:00:00.000Z";"2024-08-10T23:59:59.999Z";"2024-08-10T16:32:00.000Z";"2024-08-10T01:05:00.000Z";"2781";0.099990414;0.1019785836;0.0997418465;0.1013245403;78529071.01;2980963362.25;"2024-08-10T23:59:59.999Z"
"2024-08-09T00:00:00.000Z";"2024-08-09T23:59:59.999Z";"2024-08-09T00:01:00.000Z";"2024-08-09T16:01:00.000Z";"2781";0.1031010794;0.1031406548;0.0986752752;0.0999906448;88934333.55;2941704364.03;"2024-08-09T23:59:59.999Z"
"2024-08-08T00:00:00.000Z";"2024-08-08T23:59:59.999Z";"2024-08-08T03:20:00.000Z";"2024-08-08T00:56:00.000Z";"2781";0.1013940864;0.1035258423;0.0985933942;0.1031010794;194980934.27;3032934382.41;"2024-08-08T23:59:59.999Z"
"2024-08-07T00:00:00.000Z";"2024-08-07T23:59:59.999Z";"2024-08-07T22:10:00.000Z";"2024-08-07T00:19:00.000Z";"2781";0.0924643749;0.103541719;0.092012771;0.1013954958;223152341.46;2980710100.8;"2024-08-07T23:59:59.999Z"
"2024-08-06T00:00:00.000Z";"2024-08-06T23:59:59.999Z";"2024-08-06T21:09:00.000Z";"2024-08-06T00:03:00.000Z";"2781";0.0880826136;0.0930319804;0.0880046322;0.0924643749;85566323.31;2717984887.2;"2024-08-06T23:59:59.999Z"
"2024-08-05T00:00:00.000Z";"2024-08-05T23:59:59.999Z";"2024-08-05T23:10:00.000Z";"2024-08-05T13:31:00.000Z";"2781";0.0881891601;0.0891424964;0.0759175204;0.0880846811;225147367.38;2589244254.02;"2024-08-05T23:59:59.999Z"
